Vessel_ID,Timestamp_Entry,Timestamp_Exit,Containers_Unloaded (TEUs),Containers_Loaded (TEUs),Time,Time_in_Hours,Entry_Day,Exit_Day
V0416,2023-09-27 22:37:27.555083,2023-10-22 09:37:27.560593,3377,1360,24 days 11:00:00.005510,587.0000015305556,27,22
V0417,2023-09-25 11:37:27.555083,2023-10-24 16:37:27.560593,4298,3945,29 days 05:00:00.005510,701.0000015305556,25,24
V0418,2023-08-31 17:37:27.555083,2023-10-30 22:37:27.560593,4172,1536,60 days 05:00:00.005510,1445.0000015305554,31,30
V0419,2023-09-10 07:37:27.555083,2023-10-28 03:37:27.560593,3412,2124,47 days 20:00:00.005510,1148.0000015305557,10,28
V0420,2023-09-16 21:37:27.555083,2023-10-09 17:37:27.560593,4128,463,22 days 20:00:00.005510,548.0000015305556,16,9
V0421,2023-09-03 09:37:27.555083,2023-11-03 02:37:27.560593,1905,343,60 days 17:00:00.005510,1457.0000015305554,3,3
V0422,2023-09-03 10:37:27.555083,2023-10-02 14:37:27.560593,4178,1534,29 days 04:00:00.005510,700.0000015305556,3,2
V0423,2023-09-26 15:37:27.555083,2023-11-01 18:37:27.560593,2227,4502,36 days 03:00:00.005510,867.0000015305556,26,1
V0424,2023-09-20 08:37:27.555083,2023-10-08 07:37:27.560593,1457,1378,17 days 23:00:00.005510,431.00000153055555,20,8
V0425,2023-09-10 09:37:27.555083,2023-10-02 04:37:27.560593,3509,1320,21 days 19:00:00.005510,523.0000015305556,10,2
V0426,2023-09-27 04:37:27.555083,2023-10-25 11:37:27.560593,936,4257,28 days 07:00:00.005510,679.0000015305556,27,25
V0427,2023-09-15 21:37:27.555083,2023-10-14 13:37:27.560593,983,1648,28 days 16:00:00.005510,688.0000015305556,15,14
V0428,2023-09-29 20:37:27.555083,2023-10-10 21:37:27.560593,2595,1376,11 days 01:00:00.005510,265.00000153055555,29,10
V0429,2023-09-14 06:37:27.555083,2023-10-30 10:37:27.560593,3107,4155,46 days 04:00:00.005510,1108.0000015305557,14,30
V0430,2023-09-04 11:37:27.555083,2023-10-16 19:37:27.560593,1567,3881,42 days 08:00:00.005510,1016.0000015305556,4,16
V0431,2023-09-27 15:37:27.555083,2023-10-10 22:37:27.560593,1850,1205,13 days 07:00:00.005510,319.00000153055555,27,10
V0432,2023-09-05 11:37:27.555083,2023-10-11 14:37:27.560593,3285,3416,36 days 03:00:00.005510,867.0000015305556,5,11
V0433,2023-09-21 13:37:27.555083,2023-10-22 00:37:27.560593,361,1630,30 days 11:00:00.005510,731.0000015305556,21,22
V0434,2023-09-09 02:37:27.555083,2023-10-16 23:37:27.560593,1238,4541,37 days 21:00:00.005510,909.0000015305556,9,16
V0435,2023-09-03 15:37:27.555083,2023-10-09 18:37:27.560593,558,1920,36 days 03:00:00.005510,867.0000015305556,3,9
V0436,2023-09-22 03:37:27.555083,2023-10-19 06:37:27.560593,1495,4437,27 days 03:00:00.005510,651.0000015305556,22,19
V0437,2023-09-09 11:37:27.555083,2023-10-09 02:37:27.560593,3044,1075,29 days 15:00:00.005510,711.0000015305556,9,9
V0438,2023-09-20 03:37:27.555083,2023-10-20 22:37:27.560593,2912,4316,30 days 19:00:00.005510,739.0000015305556,20,20
V0439,2023-08-31 16:37:27.555083,2023-10-26 13:37:27.560593,3546,1855,55 days 21:00:00.005510,1341.0000015305554,31,26
V0440,2023-08-29 12:37:27.555083,2023-10-27 09:37:27.560593,2325,2279,58 days 21:00:00.005510,1413.0000015305554,29,27
V0441,2023-09-18 01:37:27.555083,2023-10-10 15:37:27.560593,506,1105,22 days 14:00:00.005510,542.0000015305556,18,10
V0442,2023-09-09 18:37:27.555083,2023-10-02 16:37:27.560593,3731,1086,22 days 22:00:00.005510,550.0000015305556,9,2
V0443,2023-09-05 06:37:27.555083,2023-11-03 00:37:27.560593,3580,1679,58 days 18:00:00.005510,1410.0000015305554,5,3
V0444,2023-09-26 06:37:27.555083,2023-10-18 12:37:27.560593,208,4366,22 days 06:00:00.005510,534.0000015305556,26,18
V0445,2023-09-07 03:37:27.555083,2023-10-21 01:37:27.560593,4548,2965,43 days 22:00:00.005510,1054.0000015305557,7,21
V0446,2023-09-28 11:37:27.555083,2023-10-11 01:37:27.560593,318,3680,12 days 14:00:00.005510,302.00000153055555,28,11
V0447,2023-09-18 21:37:27.555083,2023-10-19 05:37:27.560593,149,373,30 days 08:00:00.005510,728.0000015305556,18,19
V0448,2023-08-31 10:37:27.555083,2023-11-02 20:37:27.560593,437,847,63 days 10:00:00.005510,1522.0000015305554,31,2
V0449,2023-09-23 13:37:27.555083,2023-10-01 22:37:27.560593,986,2721,8 days 09:00:00.005510,201.00000153055558,23,1
V0450,2023-09-10 07:37:27.555083,2023-10-19 04:37:27.560593,352,2346,38 days 21:00:00.005510,933.0000015305556,10,19
V0451,2023-09-01 10:37:27.555083,2023-10-27 13:37:27.560593,872,459,56 days 03:00:00.005510,1347.0000015305554,1,27
V0452,2023-09-20 19:37:27.555083,2023-10-23 00:37:27.560593,4491,583,32 days 05:00:00.005510,773.0000015305556,20,23
V0453,2023-09-13 20:37:27.555083,2023-10-03 23:37:27.560593,936,3744,20 days 03:00:00.005510,483.00000153055555,13,3
V0454,2023-09-05 01:37:27.555083,2023-10-22 02:37:27.560593,4415,2915,47 days 01:00:00.005510,1129.0000015305557,5,22
V0455,2023-09-10 21:37:27.555083,2023-10-09 10:37:27.560593,2016,1730,28 days 13:00:00.005510,685.0000015305556,10,9
V0456,2023-09-30 19:37:27.555083,2023-10-17 20:37:27.560593,137,3659,17 days 01:00:00.005510,409.00000153055555,30,17
V0457,2023-09-05 23:37:27.555083,2023-10-09 04:37:27.560593,4464,4494,33 days 05:00:00.005510,797.0000015305556,5,9
V0458,2023-09-14 01:37:27.555083,2023-11-01 01:37:27.560593,1194,1704,48 days 00:00:00.005510,1152.0000015305557,14,1
V0459,2023-09-05 03:37:27.555083,2023-10-01 06:37:27.560593,2491,1556,26 days 03:00:00.005510,627.0000015305556,5,1
V0460,2023-09-21 02:37:27.555083,2023-10-11 09:37:27.560593,4164,4170,20 days 07:00:00.005510,487.00000153055555,21,11
V0461,2023-09-04 10:37:27.555083,2023-10-22 04:37:27.560593,3944,1302,47 days 18:00:00.005510,1146.0000015305557,4,22
V0462,2023-09-07 11:37:27.555083,2023-10-23 08:37:27.560593,43,4199,45 days 21:00:00.005510,1101.0000015305557,7,23
V0463,2023-09-15 03:37:27.555083,2023-10-01 16:37:27.560593,694,2136,16 days 13:00:00.005510,397.00000153055555,15,1
V0464,2023-09-26 13:37:27.555083,2023-10-24 15:37:27.560593,4122,4314,28 days 02:00:00.005510,674.0000015305556,26,24
V0465,2023-09-16 17:37:27.555083,2023-10-13 18:37:27.560593,4480,1013,27 days 01:00:00.005510,649.0000015305556,16,13
V0466,2023-09-28 09:37:27.555083,2023-10-21 14:37:27.560593,2195,2713,23 days 05:00:00.005510,557.0000015305556,28,21
V0467,2023-09-24 10:37:27.555083,2023-10-14 13:37:27.560593,3906,1792,20 days 03:00:00.005510,483.00000153055555,24,14
V0468,2023-09-05 22:37:27.555083,2023-10-14 05:37:27.560593,1543,2368,38 days 07:00:00.005510,919.0000015305556,5,14
V0469,2023-09-26 14:37:27.555083,2023-10-27 05:37:27.560593,1784,2548,30 days 15:00:00.005510,735.0000015305556,26,27
V0470,2023-09-20 22:37:27.555083,2023-10-31 00:37:27.560593,1809,642,40 days 02:00:00.005510,962.0000015305556,20,31
V0471,2023-09-23 07:37:27.555083,2023-10-29 12:37:27.560593,2748,258,36 days 05:00:00.005510,869.0000015305556,23,29
V0472,2023-09-27 17:37:27.555083,2023-10-23 07:37:27.560593,713,2622,25 days 14:00:00.005510,614.0000015305556,27,23
V0473,2023-09-25 01:37:27.555083,2023-10-31 10:37:27.560593,4100,3129,36 days 09:00:00.005510,873.0000015305556,25,31
V0474,2023-09-09 03:37:27.555083,2023-10-30 17:37:27.560593,927,216,51 days 14:00:00.005510,1238.0000015305554,9,30
V0475,2023-09-23 22:37:27.555083,2023-11-01 23:37:27.560593,186,1117,39 days 01:00:00.005510,937.0000015305556,23,1
V0476,2023-08-31 10:37:27.555083,2023-10-27 21:37:27.560593,3840,3513,57 days 11:00:00.005510,1379.0000015305554,31,27
V0477,2023-09-24 01:37:27.555083,2023-10-22 16:37:27.560593,3664,1469,28 days 15:00:00.005510,687.0000015305556,24,22
V0478,2023-09-27 19:37:27.555083,2023-10-17 04:37:27.560593,249,743,19 days 09:00:00.005510,465.00000153055555,27,17
V0479,2023-09-27 04:37:27.555083,2023-10-27 19:37:27.560593,364,3711,30 days 15:00:00.005510,735.0000015305556,27,27
V0480,2023-09-25 18:37:27.555083,2023-10-10 15:37:27.560593,4111,3049,14 days 21:00:00.005510,357.00000153055555,25,10
V0481,2023-09-05 23:37:27.555083,2023-10-29 22:37:27.560593,3783,891,53 days 23:00:00.005510,1295.0000015305554,5,29
V0482,2023-09-14 07:37:27.555083,2023-10-03 11:37:27.560593,1715,4194,19 days 04:00:00.005510,460.00000153055555,14,3
V0483,2023-09-16 06:37:27.555083,2023-10-10 10:37:27.560593,980,2281,24 days 04:00:00.005510,580.0000015305556,16,10
V0484,2023-09-25 22:37:27.555083,2023-10-10 11:37:27.560593,3306,1975,14 days 13:00:00.005510,349.00000153055555,25,10
V0485,2023-09-13 10:37:27.555083,2023-11-02 16:37:27.560593,2672,2898,50 days 06:00:00.005510,1206.0000015305554,13,2
V0486,2023-09-18 13:37:27.555083,2023-10-22 03:37:27.560593,3497,175,33 days 14:00:00.005510,806.0000015305556,18,22
V0487,2023-09-07 16:37:27.555083,2023-10-26 06:37:27.560593,2974,1303,48 days 14:00:00.005510,1166.0000015305554,7,26
V0488,2023-09-03 19:37:27.555083,2023-10-19 23:37:27.560593,1323,2709,46 days 04:00:00.005510,1108.0000015305557,3,19
V0489,2023-09-21 18:37:27.555083,2023-10-22 10:37:27.560593,2426,4294,30 days 16:00:00.005510,736.0000015305556,21,22
V0490,2023-09-02 03:37:27.555083,2023-10-18 05:37:27.560593,3413,4245,46 days 02:00:00.005510,1106.0000015305557,2,18
V0491,2023-09-16 07:37:27.555083,2023-10-24 08:37:27.560593,3977,3484,38 days 01:00:00.005510,913.0000015305556,16,24
V0492,2023-08-29 07:37:27.555083,2023-10-18 07:37:27.560593,2052,1366,50 days 00:00:00.005510,1200.0000015305554,29,18
V0493,2023-09-27 06:37:27.555083,2023-10-07 03:37:27.560593,2444,262,9 days 21:00:00.005510,237.00000153055558,27,7
V0494,2023-09-03 18:37:27.555083,2023-10-19 00:37:27.560593,3745,1595,45 days 06:00:00.005510,1086.0000015305557,3,19
V0495,2023-09-17 17:37:27.555083,2023-10-16 09:37:27.560593,2763,394,28 days 16:00:00.005510,688.0000015305556,17,16
V0496,2023-09-26 18:37:27.555083,2023-10-01 17:37:27.560593,3176,4001,4 days 23:00:00.005510,119.00000153055555,26,1
V0497,2023-09-29 14:37:27.555083,2023-10-30 21:37:27.560593,4341,1134,31 days 07:00:00.005510,751.0000015305556,29,30
V0498,2023-09-22 12:37:27.555083,2023-10-23 12:37:27.560593,2578,3869,31 days 00:00:00.005510,744.0000015305556,22,23
V0499,2023-09-07 06:37:27.555083,2023-10-15 15:37:27.560593,3574,760,38 days 09:00:00.005510,921.0000015305556,7,15
V0500,2023-09-25 08:37:27.555083,2023-10-24 10:37:27.560593,2718,77,29 days 02:00:00.005510,698.0000015305556,25,24
V0501,2023-09-17 00:37:27.555083,2023-11-01 21:37:27.560593,3648,434,45 days 21:00:00.005510,1101.0000015305557,17,1
V0502,2023-09-27 05:37:27.555083,2023-10-05 17:37:27.560593,45,850,8 days 12:00:00.005510,204.00000153055558,27,5
V0503,2023-09-17 12:37:27.555083,2023-11-02 19:37:27.560593,1246,3808,46 days 07:00:00.005510,1111.0000015305557,17,2
V0504,2023-08-29 07:37:27.555083,2023-10-27 04:37:27.560593,2043,2506,58 days 21:00:00.005510,1413.0000015305554,29,27
V0505,2023-08-31 14:37:27.555083,2023-10-16 14:37:27.560593,2956,999,46 days 00:00:00.005510,1104.0000015305557,31,16
V0506,2023-09-02 19:37:27.555083,2023-10-22 22:37:27.560593,1839,3361,50 days 03:00:00.005510,1203.0000015305554,2,22
V0507,2023-09-12 19:37:27.555083,2023-10-17 15:37:27.560593,992,4318,34 days 20:00:00.005510,836.0000015305556,12,17
V0508,2023-09-09 12:37:27.555083,2023-10-12 08:37:27.560593,2527,1909,32 days 20:00:00.005510,788.0000015305556,9,12
V0509,2023-09-07 19:37:27.555083,2023-10-07 16:37:27.560593,681,336,29 days 21:00:00.005510,717.0000015305556,7,7
V0510,2023-09-06 16:37:27.555083,2023-10-03 10:37:27.560593,3980,3482,26 days 18:00:00.005510,642.0000015305556,6,3
V0511,2023-08-30 00:37:27.555083,2023-10-10 08:37:27.560593,2692,802,41 days 08:00:00.005510,992.0000015305556,30,10
V0512,2023-08-29 06:37:27.555083,2023-10-03 10:37:27.560593,834,3596,35 days 04:00:00.005510,844.0000015305556,29,3
V0513,2023-09-02 02:37:27.555083,2023-10-25 04:37:27.560593,2683,1248,53 days 02:00:00.005510,1274.0000015305554,2,25
V0514,2023-09-16 02:37:27.555083,2023-10-12 08:37:27.560593,48,2975,26 days 06:00:00.005510,630.0000015305556,16,12
V0515,2023-09-08 21:37:27.555083,2023-10-30 12:37:27.560593,3274,3667,51 days 15:00:00.005510,1239.0000015305554,8,30
V0516,2023-09-08 23:37:27.555083,2023-10-12 04:37:27.560593,1661,1332,33 days 05:00:00.005510,797.0000015305556,8,12
V0517,2023-09-12 23:37:27.555083,2023-10-08 16:37:27.560593,4338,3812,25 days 17:00:00.005510,617.0000015305556,12,8
V0518,2023-09-03 21:37:27.555083,2023-10-17 03:37:27.560593,2256,3440,43 days 06:00:00.005510,1038.0000015305557,3,17
V0519,2023-09-12 09:37:27.555083,2023-10-27 08:37:27.560593,4443,1688,44 days 23:00:00.005510,1079.0000015305557,12,27
V0520,2023-09-12 12:37:27.555083,2023-10-17 02:37:27.560593,2042,1334,34 days 14:00:00.005510,830.0000015305556,12,17
V0521,2023-09-02 06:37:27.555083,2023-10-11 00:37:27.560593,1161,3303,38 days 18:00:00.005510,930.0000015305556,2,11
V0522,2023-09-13 11:37:27.555083,2023-10-25 12:37:27.560593,284,4301,42 days 01:00:00.005510,1009.0000015305556,13,25
V0523,2023-08-31 01:37:27.555083,2023-10-25 20:37:27.560593,499,1766,55 days 19:00:00.005510,1339.0000015305554,31,25
V0524,2023-09-10 04:37:27.555083,2023-10-24 19:37:27.560593,2543,3462,44 days 15:00:00.005510,1071.0000015305557,10,24
V0525,2023-09-30 03:37:27.555083,2023-10-06 20:37:27.560593,1058,3527,6 days 17:00:00.005510,161.00000153055558,30,6
V0526,2023-09-22 19:37:27.555083,2023-10-11 05:37:27.560593,4111,1824,18 days 10:00:00.005510,442.00000153055555,22,11
V0527,2023-09-17 04:37:27.555083,2023-10-05 16:37:27.560593,4299,3144,18 days 12:00:00.005510,444.00000153055555,17,5
V0528,2023-09-29 00:37:27.555083,2023-10-06 21:37:27.560593,2475,1266,7 days 21:00:00.005510,189.00000153055558,29,6
V0529,2023-09-05 12:37:27.555083,2023-10-16 12:37:27.560593,835,473,41 days 00:00:00.005510,984.0000015305556,5,16
V0530,2023-09-12 20:37:27.555083,2023-10-03 08:37:27.560593,4089,3768,20 days 12:00:00.005510,492.00000153055555,12,3
V0531,2023-09-26 19:37:27.555083,2023-10-07 08:37:27.560593,3553,1613,10 days 13:00:00.005510,253.00000153055558,26,7
V0532,2023-09-12 09:37:27.555083,2023-11-01 10:37:27.560593,1615,2368,50 days 01:00:00.005510,1201.0000015305554,12,1
V0533,2023-08-29 03:37:27.555083,2023-10-08 14:37:27.560593,3450,4270,40 days 11:00:00.005510,971.0000015305556,29,8
V0534,2023-09-06 06:37:27.555083,2023-10-17 19:37:27.560593,943,2235,41 days 13:00:00.005510,997.0000015305556,6,17
V0535,2023-09-25 19:37:27.555083,2023-11-03 00:37:27.560593,2999,1057,38 days 05:00:00.005510,917.0000015305556,25,3
V0536,2023-09-27 00:37:27.555083,2023-11-02 22:37:27.560593,3227,3167,36 days 22:00:00.005510,886.0000015305556,27,2
V0537,2023-09-16 20:37:27.555083,2023-10-30 18:37:27.560593,3817,611,43 days 22:00:00.005510,1054.0000015305557,16,30
V0538,2023-09-12 11:37:27.555083,2023-10-29 12:37:27.560593,1532,2216,47 days 01:00:00.005510,1129.0000015305557,12,29
V0539,2023-08-30 14:37:27.555083,2023-10-12 17:37:27.560593,2296,1021,43 days 03:00:00.005510,1035.0000015305557,30,12
V0540,2023-09-28 14:37:27.555083,2023-10-23 10:37:27.560593,2362,2048,24 days 20:00:00.005510,596.0000015305556,28,23
V0541,2023-09-16 21:37:27.555083,2023-10-03 20:37:27.560593,296,2392,16 days 23:00:00.005510,407.00000153055555,16,3
V0542,2023-08-29 22:37:27.555083,2023-10-27 18:37:27.560593,2372,3055,58 days 20:00:00.005510,1412.0000015305554,29,27
V0543,2023-09-23 03:37:27.555083,2023-11-01 09:37:27.560593,2004,1783,39 days 06:00:00.005510,942.0000015305556,23,1
V0544,2023-09-02 14:37:27.555083,2023-10-23 21:37:27.560593,284,2792,51 days 07:00:00.005510,1231.0000015305554,2,23
V0545,2023-09-13 16:37:27.555083,2023-10-07 17:37:27.560593,2406,1993,24 days 01:00:00.005510,577.0000015305556,13,7
V0546,2023-09-11 02:37:27.555083,2023-10-11 10:37:27.560593,2804,1743,30 days 08:00:00.005510,728.0000015305556,11,11
V0547,2023-08-30 11:37:27.555083,2023-10-14 21:37:27.560593,218,410,45 days 10:00:00.005510,1090.0000015305557,30,14
V0548,2023-09-09 00:37:27.555083,2023-10-20 13:37:27.560593,4037,4219,41 days 13:00:00.005510,997.0000015305556,9,20
V0549,2023-09-10 20:37:27.555083,2023-10-23 06:37:27.560593,3166,1765,42 days 10:00:00.005510,1018.0000015305556,10,23
V0550,2023-09-01 13:37:27.555083,2023-11-01 15:37:27.560593,2286,1188,61 days 02:00:00.005510,1466.0000015305554,1,1
V0551,2023-09-09 02:37:27.555083,2023-10-31 10:37:27.560593,3465,2165,52 days 08:00:00.005510,1256.0000015305554,9,31
V0552,2023-09-26 00:37:27.555083,2023-10-12 08:37:27.560593,1463,2380,16 days 08:00:00.005510,392.00000153055555,26,12
V0553,2023-09-21 08:37:27.555083,2023-10-05 04:37:27.560593,928,1820,13 days 20:00:00.005510,332.00000153055555,21,5
V0554,2023-09-22 15:37:27.555083,2023-10-16 03:37:27.560593,66,241,23 days 12:00:00.005510,564.0000015305556,22,16
V0555,2023-09-04 08:37:27.555083,2023-11-02 17:37:27.560593,3180,2735,59 days 09:00:00.005510,1425.0000015305554,4,2
V0556,2023-09-29 23:37:27.555083,2023-10-12 02:37:27.560593,4415,3865,12 days 03:00:00.005510,291.00000153055555,29,12
V0557,2023-09-08 02:37:27.555083,2023-10-01 13:37:27.560593,3079,2180,23 days 11:00:00.005510,563.0000015305556,8,1
V0558,2023-09-10 01:37:27.555083,2023-10-28 02:37:27.560593,757,145,48 days 01:00:00.005510,1153.0000015305557,10,28
V0559,2023-09-17 05:37:27.555083,2023-10-24 18:37:27.560593,4578,3006,37 days 13:00:00.005510,901.0000015305556,17,24
V0560,2023-09-25 01:37:27.555083,2023-10-13 01:37:27.560593,1665,4088,18 days 00:00:00.005510,432.00000153055555,25,13
V0561,2023-09-02 07:37:27.555083,2023-10-23 22:37:27.560593,3627,4484,51 days 15:00:00.005510,1239.0000015305554,2,23
V0562,2023-09-24 03:37:27.555083,2023-10-12 14:37:27.561594,4190,4475,18 days 11:00:00.006511,443.0000018086111,24,12
V0563,2023-08-29 02:37:27.555083,2023-10-21 00:37:27.561594,4442,2041,52 days 22:00:00.006511,1270.0000018086112,29,21
V0564,2023-09-18 18:37:27.555083,2023-10-23 13:37:27.561594,4350,2287,34 days 19:00:00.006511,835.0000018086112,18,23
V0565,2023-09-28 00:37:27.555083,2023-10-27 08:37:27.561594,1287,943,29 days 08:00:00.006511,704.0000018086112,28,27
V0566,2023-09-29 02:37:27.555083,2023-10-21 02:37:27.561594,2004,3965,22 days 00:00:00.006511,528.0000018086112,29,21
V0567,2023-08-30 06:37:27.555083,2023-10-07 14:37:27.561594,2906,4166,38 days 08:00:00.006511,920.0000018086112,30,7
V0568,2023-09-05 07:37:27.555083,2023-10-16 16:37:27.561594,4488,1415,41 days 09:00:00.006511,993.0000018086112,5,16
V0569,2023-09-18 09:37:27.555083,2023-10-06 22:37:27.561594,3939,1035,18 days 13:00:00.006511,445.0000018086111,18,6
V0570,2023-09-29 05:37:27.555083,2023-10-29 19:37:27.561594,3286,3840,30 days 14:00:00.006511,734.0000018086112,29,29
V0571,2023-09-03 17:37:27.555083,2023-10-10 00:37:27.561594,3068,433,36 days 07:00:00.006511,871.0000018086112,3,10
V0572,2023-09-04 18:37:27.555083,2023-10-02 00:37:27.561594,3476,1795,27 days 06:00:00.006511,654.0000018086112,4,2
V0573,2023-09-02 13:37:27.555083,2023-10-05 08:37:27.561594,2380,4286,32 days 19:00:00.006511,787.0000018086112,2,5
V0574,2023-09-30 20:37:27.555083,2023-10-03 11:37:27.561594,3252,2713,2 days 15:00:00.006511,63.00000180861112,30,3
V0575,2023-09-20 04:37:27.555083,2023-10-17 13:37:27.561594,1398,4191,27 days 09:00:00.006511,657.0000018086112,20,17
V0576,2023-09-16 10:37:27.555083,2023-10-22 05:37:27.561594,1501,364,35 days 19:00:00.006511,859.0000018086112,16,22
V0577,2023-09-22 22:37:27.556591,2023-10-09 22:37:27.561594,1706,2736,17 days 00:00:00.005003,408.0000013897222,22,9
V0578,2023-09-07 10:37:27.556591,2023-10-29 04:37:27.561594,4098,3143,51 days 18:00:00.005003,1242.0000013897222,7,29
V0579,2023-09-21 22:37:27.556591,2023-10-29 22:37:27.561594,2945,3918,38 days 00:00:00.005003,912.0000013897222,21,29
V0580,2023-09-15 08:37:27.556591,2023-10-23 17:37:27.561594,4452,700,38 days 09:00:00.005003,921.0000013897222,15,23
V0581,2023-09-15 07:37:27.556591,2023-10-29 20:37:27.561594,2118,3603,44 days 13:00:00.005003,1069.0000013897222,15,29
V0582,2023-09-25 10:37:27.556591,2023-10-25 17:37:27.561594,3465,2264,30 days 07:00:00.005003,727.0000013897222,25,25
V0583,2023-09-22 11:37:27.556591,2023-10-07 21:37:27.561594,2958,615,15 days 10:00:00.005003,370.0000013897222,22,7
V0584,2023-09-12 00:37:27.556591,2023-10-28 03:37:27.561594,3133,2826,46 days 03:00:00.005003,1107.0000013897222,12,28
V0585,2023-09-04 20:37:27.556591,2023-10-31 01:37:27.561594,2178,1509,56 days 05:00:00.005003,1349.0000013897222,4,31
V0586,2023-09-29 15:37:27.556591,2023-10-16 20:37:27.561594,1394,3425,17 days 05:00:00.005003,413.0000013897222,29,16
V0587,2023-08-30 11:37:27.556591,2023-10-03 15:37:27.561594,3252,816,34 days 04:00:00.005003,820.0000013897222,30,3
V0588,2023-09-18 06:37:27.556591,2023-10-24 23:37:27.561594,463,4332,36 days 17:00:00.005003,881.0000013897222,18,24
V0589,2023-09-05 09:37:27.556591,2023-11-01 21:37:27.561594,383,661,57 days 12:00:00.005003,1380.0000013897222,5,1
V0590,2023-09-02 13:37:27.556591,2023-10-08 22:37:27.561594,3186,3638,36 days 09:00:00.005003,873.0000013897222,2,8
V0591,2023-09-18 08:37:27.556591,2023-10-24 15:37:27.561594,4434,1209,36 days 07:00:00.005003,871.0000013897222,18,24
V0592,2023-09-13 03:37:27.556591,2023-10-11 08:37:27.561594,3630,3202,28 days 05:00:00.005003,677.0000013897222,13,11
V0593,2023-09-26 09:37:27.556591,2023-10-21 17:37:27.561594,2680,4442,25 days 08:00:00.005003,608.0000013897222,26,21
V0594,2023-09-13 02:37:27.556591,2023-11-03 05:37:27.561594,316,2918,51 days 03:00:00.005003,1227.0000013897222,13,3
V0595,2023-09-13 06:37:27.556591,2023-10-21 14:37:27.561594,2277,3517,38 days 08:00:00.005003,920.0000013897222,13,21
V0596,2023-09-16 07:37:27.556591,2023-10-19 09:37:27.561594,3161,207,33 days 02:00:00.005003,794.0000013897222,16,19
V0597,2023-08-29 20:37:27.556591,2023-10-03 14:37:27.561594,3201,3901,34 days 18:00:00.005003,834.0000013897222,29,3
V0598,2023-09-09 21:37:27.556591,2023-10-31 03:37:27.561594,1873,3533,51 days 06:00:00.005003,1230.0000013897222,9,31
V0599,2023-09-20 04:37:27.556591,2023-10-22 09:37:27.561594,3194,1511,32 days 05:00:00.005003,773.0000013897222,20,22
V0600,2023-09-29 04:37:27.556591,2023-10-30 18:37:27.561594,1868,1615,31 days 14:00:00.005003,758.0000013897222,29,30
V0601,2023-08-31 05:37:27.556591,2023-10-31 03:37:27.561594,3052,3436,60 days 22:00:00.005003,1462.0000013897222,31,31
V0602,2023-09-07 00:37:27.556591,2023-10-30 13:37:27.561594,222,2998,53 days 13:00:00.005003,1285.0000013897222,7,30
V0603,2023-08-31 07:37:27.556591,2023-11-03 05:37:27.561594,1042,1902,63 days 22:00:00.005003,1534.0000013897222,31,3
V0604,2023-09-01 17:37:27.556591,2023-10-11 03:37:27.561594,2423,529,39 days 10:00:00.005003,946.0000013897222,1,11
V0605,2023-09-10 04:37:27.556591,2023-10-23 00:37:27.561594,1035,359,42 days 20:00:00.005003,1028.0000013897222,10,23
V0606,2023-09-21 07:37:27.556591,2023-10-25 17:37:27.561594,4406,544,34 days 10:00:00.005003,826.0000013897222,21,25
V0607,2023-09-19 13:37:27.556591,2023-10-15 00:37:27.561594,961,3369,25 days 11:00:00.005003,611.0000013897222,19,15
V0608,2023-09-13 19:37:27.556591,2023-10-22 22:37:27.561594,3403,1635,39 days 03:00:00.005003,939.0000013897222,13,22
V0609,2023-09-28 15:37:27.556591,2023-10-10 13:37:27.561594,3270,2172,11 days 22:00:00.005003,286.00000138972223,28,10
V0610,2023-09-30 02:37:27.556591,2023-10-17 17:37:27.561594,2129,3190,17 days 15:00:00.005003,423.0000013897222,30,17
V0611,2023-09-14 08:37:27.556591,2023-11-01 19:37:27.561594,3045,3046,48 days 11:00:00.005003,1163.0000013897222,14,1
V0612,2023-09-22 23:37:27.556591,2023-10-20 15:37:27.561594,3148,2699,27 days 16:00:00.005003,664.0000013897222,22,20
V0613,2023-08-29 10:37:27.556591,2023-10-06 22:37:27.561594,3000,2270,38 days 12:00:00.005003,924.0000013897222,29,6
V0614,2023-09-13 07:37:27.556591,2023-10-28 11:37:27.561594,447,2139,45 days 04:00:00.005003,1084.0000013897222,13,28
V0615,2023-09-15 11:37:27.556591,2023-10-08 09:37:27.561594,2833,4416,22 days 22:00:00.005003,550.0000013897222,15,8
V0616,2023-09-08 22:37:27.556591,2023-10-08 11:37:27.561594,3521,2166,29 days 13:00:00.005003,709.0000013897222,8,8
V0617,2023-09-27 08:37:27.556591,2023-10-09 14:37:27.561594,1400,3193,12 days 06:00:00.005003,294.0000013897222,27,9
V0618,2023-09-16 09:37:27.556591,2023-10-15 08:37:27.561594,4125,837,28 days 23:00:00.005003,695.0000013897222,16,15
V0619,2023-08-31 07:37:27.556591,2023-10-01 05:37:27.561594,1353,4006,30 days 22:00:00.005003,742.0000013897222,31,1
V0620,2023-09-04 11:37:27.556591,2023-10-26 10:37:27.561594,3444,1751,51 days 23:00:00.005003,1247.0000013897222,4,26
V0621,2023-09-04 08:37:27.556591,2023-10-23 11:37:27.561594,244,3821,49 days 03:00:00.005003,1179.0000013897222,4,23
V0622,2023-09-16 15:37:27.556591,2023-11-01 13:37:27.561594,2087,2113,45 days 22:00:00.005003,1102.0000013897222,16,1
